"recipient_cfscore","total_receipts","log_pac_receipts"
1.516,17122.81,0
1.516,15450,0
-0.492,793519.14,12.4941126039331
-0.492,2293.22,0
-0.914,42965,0
-0.914,13700,0
-0.914,10500,0
-0.485,354207.5,8.5173931714189
1.289,115447.51,9.68040649926887
1.289,1976827.05,13.3367101906213
0.757,100818.54,8.8538082749772
-0.47,4605118.46,12.8513176175714
-0.47,2607470.56,13.4328978336783
-0.47,1957196.11,13.4310987653039
-1.541,4944,0
1.327,10996,0
1.066,216118.13,9.44153145486969
1.066,2010,0
1.828,7557.1,0
1.134,129711.36,9.33264649636015
0.896,682562.64,11.655829249196
0.896,386706.97,10.6805392053183
1.45,54566,6.21660610108486
1.45,7772.48,0
-0.975,363134.65,6.21660610108486
-0.975,11243,0
-0.633,2098543.08,11.7947227560116
-0.633,5046.04,0
-0.783,37835,8.5173931714189
-0.658,1090756.31,13.3621886754429
0.485,57221.06,6.21660610108486
1.847,18554,0
-1.015,293986.94,10.0344280917967
-1.015,500,0
0.158,101252.47,8.8538082749772
-1.721,40525,0
0.582,7573,0
1.376,10065.05,0
1.376,7242.57,0
-0.943,20865.15,8.5173931714189
-0.775,705593.58,11.5322181583506
0.758,22648,0
1.288,589761.87,12.3071751085353
1.288,746834.38,11.8913687499821
1.288,46201.49,8.18896686364888
-0.411,16499.8,7.82444593087762
0.912,407870,11.4563656954364
0.912,7000,8.8538082749772
-0.769,49091.56,9.66465913430174
1.832,115380,4.61512051684126
-0.352,20475,0
1.506,22630.22,0
0.15,145571.08,8.37816098272068
0.15,12011.28,0
0.15,13000,0
-0.388,229878.95,9.73808210811849
0.013,52039,6.21660610108486
-0.398,134989.84,8.43402895015547
-0.398,780017.86,12.4065655979242
-0.398,872534.44,13.1572518159469
1.277,125790.13,6.74641212857337
1.277,5371.8,4.61512051684126
-1.231,5305,0
-1.024,722173.24,12.2926034904161
-1.024,933587.62,11.5392918954577
1.607,50731.59,0
1.607,114923.79,0
1.607,260305.55,7.31388683163346
-1.037,77104.86,4.61512051684126
-1.037,175057.2,9.80160210294704
-1.037,7932.25,0
-0.987,400434.95,10.5071226865825
-0.987,363.42,0
1.444,66696.85,7.86365126544865
1.209,365440.71,9.50121733532448
-1.028,2579981.55,11.7345931276965
-1.028,232812.92,6.90875477931522
1.518,50650,0
-1.097,191248.38,9.04793908261736
-1.097,8299.04,8.5173931714189
-0.932,1269915.13,12.9550810266905
-0.932,2098794.61,13.7677803608312
-0.932,3047314.2,13.9550619912274
-1.006,7655,0
1.258,2705873.47,13.4261241224203
1.258,2329338.18,14.0459307065132
1.258,2326366.1,14.0390548289796
0.465,252286.49,8.5173931714189
-1.258,59565.31,0
-0.587,11660,0
-0.854,834590.9,12.2295498857083
1.235,9771.05,0
1.235,1700.02,0
1.495,10347,0
1.24,82084.43,7.34665516317654
-0.954,9491,0
-0.954,58989.68,5.70711026474888
-1,43694,0
-1,111218,0
-1,19751.41,0
1.661,16475.99,0
1.276,15450,0
-0.51,24817.41,8.32385113133882
1.621,44518,0
-0.654,206000.61,9.19532825185568
-0.654,260,0
1.268,3796,0
1.268,13870,0
-0.663,349474.14,7.31388683163346
0.955,20400.11,0
-0.988,992911.07,12.2009085846905
-1.159,130413.28,8.56997537685521
-1.338,30269.87,0
0.117,142947.33,9.35018926709258
1.329,1830490.65,12.9685336927193
1.329,7512469.91,14.4647113577719
1.329,478684,12.096999691738
-1.302,9753,0
1.194,14812.47,0
-0.934,86555.46,7.31388683163346
1.579,35859,0
1.1,76509.44,8.61268517287546
-1.116,34108,0
-1.076,35159,0
-1.054,133268.31,5.8171111599632
1.24,46181.46,0
1.24,9564,0
-1.075,46218.78,6.90875477931522
1.164,1484066.25,12.7983371864309
1.164,1544845.54,13.2267764543838
1.164,1346086.13,13.5216313495369
0.656,434834.34,9.85224688834253
1.205,231957.49,0
1.2,1618468.91,13.5588017044707
1.2,1507108.76,13.7350007237041
1.2,2098886.3,14.1026544856421
1.28,85958.85,8.80627428478173
-1.064,4466,0
-1.064,15690,8.5173931714189
1.553,7322,0
-0.705,599756.55,9.28275405248523
1.425,30739.67,0
1.124,412443.14,10.0997941938967
1.024,182785.64,8.68917312414515
0.811,360730.28,7.82444593087762
0.947,50307.29,6.16274622136952
1.243,3324422.15,12.332297063368
1.243,1040295.15,13.0712970046365
1.243,1140818.29,13.2509518237734
0.719,70255.18,6.90875477931522
0.719,775,0
0.503,18540,0
-1.168,4164,0
-0.342,246087.01,8.764209507142
-0.342,9110,0
-0.342,1312.5,0
-1.094,82391.2,6.90875477931522
-1.094,4000,0
0.922,158277.88,5.98141421125448
1.252,1113283.51,12.5194261196946
1.252,535758.25,12.6181823294696
1.252,659568.95,12.5559125638095
0.356,419428.58,9.25922576970599
1.572,65925,0
-0.273,749098.06,12.4944530740746
-0.273,2284.3,0
1.083,1692833.09,12.5733271727963
1.083,1464260.04,13.2004866502948
1.083,2773011.64,14.2144518521991
1.089,273875.04,9.61754330252916
-0.873,18132.48,0
1.387,319768.57,6.90875477931522
1.573,70988,8.5173931714189
-0.87,1023930.51,12.6770519861147
-0.87,5208.3,0
1.284,158384,7.13169851046691
-0.799,30444,6.80350525760834
-0.799,2096,0
1.108,70827.43,0
-0.788,617754.94,11.4447108619823
-0.02,84551.51,0
-0.701,56054,8.00670084544037
0.944,30052,0
-0.976,38552.05,0
-0.976,59755.05,0
-1.007,228912,6.90875477931522
-1.007,4,0
0.106,94870.71,7.82444593087762
-0.774,12930,0
0.779,12640,6.21660610108486
-0.747,5954.53,0
-0.747,11997,0
-0.747,599,0
-1.097,55143.75,7.53636927172362
-0.698,1063622.99,12.6038617013187
-0.698,12908.92,0
-0.963,18116,0
-0.463,87156.83,7.13169851046691
-0.436,47263.04,0
-0.286,51444.28,8.63958779962984
0.971,22779,0
-0.623,336981.47,8.16080392095467
-0.623,1000,0
-0.623,1000,0
0.424,317115.88,9.39274525863144
-0.615,112166.51,10.2681653877435
-0.588,148396.16,10.3641035051091
-0.65,611326.68,12.6220028034861
-0.65,554692.18,12.8688449964888
-0.65,538946.11,12.8985466995913
-0.647,18365,0
-0.405,103637,8.81818627792769
1.025,129280.97,0
0.95,236540.58,7.78779687818117
-1.106,1107014.2,11.2685218873697
-0.691,711373.19,10.1697289067531
-0.691,177.27,0
1.257,578878.86,10.5187002182882
-0.652,5500,8.29429960885724
-0.652,6750,8.5173931714189
-0.652,5000,8.29429960885724
-1.108,90785.95,8.8688354928269
1.199,86859.5,0
1.199,5183.36,0
-1.454,1183.44,0
1.464,94587.31,0
1.464,111164.29,7.13169851046691
-0.593,1534013.59,13.2526055941156
0.329,69216.93,8.16080392095467
-0.685,200408,10.043292972227
-0.685,2248239.36,13.3273729535677
1.313,7067.93,0
1.132,183671,8.29429960885724
1.752,19200,9.36742958721896
0.954,42494.06,0
-0.887,817891.63,12.3948330119607
1.012,1314807.8,13.4070112613583
1.012,705027.96,12.7265049767611
1.012,870349.56,12.8955508034509
-1.308,7079,6.21660610108486
-1.189,2185,0
-0.684,1718991.26,13.5336361748558
-0.684,1935567.76,14.0004001977419
-0.684,4501.79,8.00670084544037
0.387,421048.44,7.60140233458373
0.929,241649.13,10.2937713386486
1.007,2664709.02,13.2968224389654
1.007,12139.97,0
1.007,2081375.71,12.9295040932737
1.44,8569,0
-0.866,4858495.76,13.9436821210809
0.776,3299017.35,12.0968212368225
-0.948,1359071.52,12.6294362489639
-0.948,13751.82,5.70711026474888
-0.822,11679.44,7.88231491898027
-0.212,3551,0
-0.362,16812.35,0
-0.478,1852611.33,12.4647802324941
1.446,10173,0
-0.478,1188976.28,12.4209894094365
-0.478,1257531.33,12.5398662979456
-0.401,369234.93,11.52979241483
-0.401,18450,8.77971129020447
-0.396,145040,0
0.623,181117,8.96839619119826
-0.849,7632.81,6.90875477931522
-0.736,931291.06,12.6065316104543
-0.188,627353.07,10.8761775212594
-0.188,12550,7.82444593087762
-0.188,86459.28,7.60140233458373
-0.74,1405684.57,12.3059225053765
-0.74,1113687.42,13.0666201969431
-0.74,1294870.12,13.2464658168347
-1.029,24514,0
0.932,80181.59,6.39859493453521
-0.21,277416.55,10.102379394048
-0.21,108351,7.71912984090673
-0.21,670,0
0.94,116717.26,6.90875477931522
0.94,14252.24,0
1.773,13800,0
-0.606,928665.61,12.1479327030898
-0.606,143.64,2.97756830292632
-0.562,434315.75,8.56617381363786
-0.562,699691.93,10.7955060834346
-0.562,862663.79,12.2087490607336
-0.961,418084.45,7.82444593087762
0.956,3350,0
-0.949,458787.85,9.35018926709258
-0.978,156776.62,7.09090982207998
-0.285,168742.8,0
0.786,36701,9.19023970026918
-1.355,33426.76,0
1.034,248450.2,9.99102624880184
0.053,239160.17,7.91971976092457
-1.016,829456.07,11.7591428364102
-1.016,620,0
-1.176,263938.59,6.21660610108486
-0.922,2257170.87,12.856510426541
-0.922,4256016.85,14.0747619980015
-0.922,3612704.66,13.9417019750044
-0.985,337978.93,10.9797860636077
0.916,7566.86,0
0.43,16599.5,0
-0.593,33681,5.52545293913178
0.517,1464442.01,12.4511772773173
1.008,66087.42,7.09090982207998
1.07,1015732.8,12.5188772137691
1.07,1079605.28,12.9013273037981
1.07,1145267.64,12.9038988623068
-0.995,32555.41,0
-0.995,317167.91,9.59226387150131
-0.995,23904.25,0
-0.264,183149.24,8.93603509656604
-0.264,1250,0
-0.38,812093.22,12.9181053663238
-0.38,888412.26,13.372242393752
-0.38,1184049.64,13.6539593953232
-0.279,76166.23,4.61512051684126
1.251,25451.3,7.17165682276851
-0.935,34166.51,9.39135273882151
-0.935,2793.89,0
-0.902,475664.77,10.9878039738357
-0.902,366.91,0
-0.716,960627.37,12.5101891793704
-0.716,876.2,0
1.455,426363.08,9.10509096125709
1.508,11449.45,6.2841341610708
-0.383,62965,0
0.907,290202.85,9.6004210780406
1.374,25258,0
-0.805,27700,7.60140233458373
1.481,22714,4.61512051684126
-0.828,25393.48,8.8750074860484
0.864,52893.51,5.65599181081985
0.732,952654.99,12.5846837235338
0.732,2619497.13,14.0663763678532
0.732,2119215.84,13.9305055417246
-0.691,109744.47,9.77571099759397
-0.996,6317,6.68586094706836
-0.996,127140.12,9.87232552080872
-0.996,39981,6.90875477931522
1.299,781983.29,12.2579425861253
1.299,721036.12,12.4370428485439
1.299,924331.05,12.5186431040904
-0.62,326146.63,10.1346389552519
1.157,1732310.94,12.6388009131987
1.157,1271635.79,13.234006410655
1.157,1588433.64,13.7421879696236
1.221,499074.89,10.7199800483314
1.149,329731.89,0
0.956,138130,0
1.333,20472.14,0
0.639,506499.64,0
0.849,280965.87,9.28042597954287
-0.28,1220585.94,12.4071996005265
1.101,2550,0
-1.07,35892.36,0
-1.07,5224.01,0
-0.619,515872.32,10.7576424212437
-0.836,2493720.39,13.5299610499796
-0.836,972012.25,13.1679106700976
-0.836,975327.46,13.1556231478492
1.381,26001.14,6.21660610108486
1.381,17133.56,0
1.381,465,0
1.71,63636.89,0
1.281,43661.06,0
-0.864,170471.81,3.93182563272433
1.444,12186,8.53719187792293
-0.879,251336.93,11.2488200656067
-0.879,4928.54,0
1.308,529958.01,12.4335371281605
1.308,635814.05,12.7072296787505
1.308,676933.76,12.8208565012136
-0.753,88971.09,8.38990058275867
1.375,11881.29,0
0.664,103002,0
1.072,45309.85,0
-0.573,32895.6,8.30424746507847
-1.005,35821.68,8.00670084544037
-0.969,562274.77,11.5641032526871
-0.965,1450690.8,12.639429309191
-1.025,22625,6.90875477931522
-0.58,15015,0
1.767,29669,0
1.767,32,0
-0.845,190887,10.5571139749338
1.043,1334027.37,13.316236161151
1.043,1265318.35,13.3080047674487
1.043,1347448.6,13.4734918279475
-0.471,162235.59,10.4014026935191
1.11,172972.01,9.39938924951956
-1.082,14891,0
0.934,38920,8.98732181285012
-1.239,5477,0
-1.239,7155,0
-1.239,10173,0
-0.743,45805.68,9.16597042424024
-0.743,200,0
-0.743,22367.27,9.01808968410434
-0.685,216030.3,6.90875477931522
-1.054,85088.74,8.88197518424887
-1.054,869.74,0
-0.833,1371675.92,12.2526717444015
-0.833,1285726.94,12.7332862497866
-0.833,969667.01,12.9855651000324
1.29,35784.76,8.10198073185319
-0.29,690205.26,11.4173574019169
1.171,143598.08,9.74102744483773
0.426,4470,0
-0.643,66371.25,0
-0.591,777393.79,8.41205487329293
-0.591,28148.26,0
-0.591,21540,0
0.215,1528835.97,12.2439029694633
0.215,606.54,0
0.927,1001713.87,7.37838371299671
1.067,1188138.11,10.0519506601738
1.067,2961,0
1.067,1600,0
-0.85,157767.1,11.0509058782636
-0.868,7409,0
-0.963,10798,0
-0.827,4190,0
-0.987,34640.88,7.13169851046691
1.118,104514.55,8.5173931714189
-0.764,18639.52,0
0.51,630078.86,9.30574145673943
0.51,28648.58,0
1.102,1473766.58,12.5649736100457
1.102,1147855.77,13.0825713314716
1.102,1113297.11,13.4280096235257
1.203,401602.28,0
1.203,1727.03,0
1.064,9750,0
2.106,11046.08,0
-0.871,637072.74,11.3205656934614
-0.871,238348.69,10.5802766664833
-0.871,2176.94,0
1.376,27811.63,0
1.376,6000,7.60140233458373
1.376,7866.45,0
1.026,419873.19,8.41205487329293
1.026,247179.4,0
-0.813,983834.1,11.2057722542737
-0.813,2340.97,0
-0.867,65233.27,0
-0.877,24171,0
-1.06,16234,7.60090245954208
1.164,668002.91,9.51051903575725
1.164,616568.86,9.54688403461792
-0.294,38071.4,0
-1.026,118782.23,8.764209507142
-1.026,150617.3,8.1969879272589
-1.026,8083.8,0
0.934,932644.67,8.92279162396964
0.253,50986,0
-0.642,710406.83,12.1670251173795
1.532,10611,0
1.405,81124.58,0
0.863,1500,0
1.079,1397459.98,12.170169523082
-1.398,20418,0
-0.229,26672.99,6.90875477931522
-0.525,62016.19,6.21660610108486
1.176,25964.54,0
1.548,45190,0
0.657,30553.99,0
0.994,238555.61,0
-1.141,52936.84,0
-1.141,31307.68,0
-1.141,13358.34,0
-0.868,50168.7,8.2960476427647
1.757,7919.09,0
-0.918,7843.98,0
1.317,9019,6.90875477931522
1.317,26115.94,0
0.392,357440.84,6.90875477931522
-0.642,4529955.37,0
-0.62,36757.8,0
-0.862,76900.11,0
-0.862,74005.62,0
-0.862,68159.55,0
0.806,4900,0
2.145,89946.02,0
-1.054,14935.5,7.6863918455575
1.273,75907.54,6.21660610108486
-0.9,51855.41,9.80372246434655
-0.9,9994.97,7.60140233458373
-0.9,6120.63,7.60140233458373
1.738,4347,0
1.738,10690.85,0
1.568,14325,0
1.568,22663,0
0.871,465070.5,9.20467937874743
0.871,2511.25,0
0.898,645699.32,8.31898612539206
1.086,575301.27,10.7499350514685
1.605,44341.12,0
1.076,1359236.07,12.900565620103
1.076,817575.03,12.5514329800108
1.076,625262.86,12.1550477361768
1.597,20365.01,0
-1.189,5485.83,0
0.911,39647,6.90875477931522
-0.098,4950,0
-0.333,18026,0
1.331,33452.79,8.41205487329293
1.169,12532.77,6.90875477931522
-0.877,685661.09,11.3953790013285
-0.877,504421.52,12.1001619785669
-0.877,590656.43,0
1.313,132479,0
1.506,12837,0
1.469,136944.69,6.90875477931522
1.469,3738,0
0.935,15625,0
1.34,54801.71,7.31388683163346
1.003,18647,0
1.659,81467.93,0
-0.614,57058.3,8.54157356014161
-1.048,12507.12,0
1.137,27899.04,0
2.309,120425,0
-1.122,2597.45,0
-1.122,41.36,0
-0.874,28859.1,0
-0.606,1802829.59,13.0156728220802
-0.606,2671926.21,13.9752446870022
-0.606,2198475.57,13.2786987148427
-1.04,10001,0
-0.591,6252,6.39859493453521
1.27,844976.71,0
1.692,24668,5.52545293913178
1.084,121465,6.90875477931522
1.027,213956.81,6.90875477931522
-0.978,12235.92,6.75343791859778
1.167,245755,0
-0.744,11273.84,0
-0.879,399641.24,11.0836951890618
-0.879,850,0
-0.423,170278.48,6.21660610108486
0.217,217564.28,9.47278155656217
0.217,2560,0
0.217,185,0
0.162,186966.66,8.25608813381491
0.162,4500,0
1.617,30853,0
-0.485,84022,6.90875477931522
-0.175,894184.38,11.956655701601
-0.175,821878.57,12.9362749749469
-0.175,1238495.44,13.2550266182942
-0.408,87913.75,6.21660610108486
-0.599,125541.58,8.5173931714189
1.485,101210.42,0
1.718,33575,0
1.055,188511.77,0
0.31,83916.99,8.69968140098951
0.31,45570,0
0.31,43737.23,8.16080392095467
-0.835,443784.69,0
1.365,9800,0
1.646,25095.29,8.41205487329293
-1.153,79696.09,8.146419323098
1.249,5461.89,0
1.27,52320,0
1.24,827360.02,10.6926492102793
1.214,3297682.95,12.5358138149753
1.214,1913662.96,13.1695371311241
1.214,1718990.87,13.2766365468723
-1.022,805,0
-0.486,1219901.76,13.1287004357684
-0.486,1407491.48,13.4766839239233
-0.486,1408175.76,13.4407930355058
-0.413,96879.77,0
1.951,29870.04,0
-0.924,10785,6.21660610108486
1.314,18306,0
-0.955,145117.41,8.54694614956558
-0.511,2321874.46,8.92279162396964
-0.511,19478.16,0
0.053,130805.4,8.5173931714189
-0.722,14047,0
-0.981,32580,0
-0.058,117735.38,7.60140233458373
0.004,81611.52,0
0.726,94763.35,0
1.059,123788.23,6.90875477931522
-0.696,1296471.62,13.3541342778865
-0.696,1204584.21,13.3722032768795
1.39,183999.48,9.03425334008024
1.39,242733.12,9.35884658027541
1.39,132850.27,8.33110454805304
0.436,94615.2,6.90875477931522
-0.26,2238,0
-0.154,22454,0
1.114,19155,0
1.411,7709.87,0
-0.214,7847,0
-0.214,350,0
1.717,77266.52,6.90875477931522
1.017,319733.1,10.7472290967206
0.687,75542.12,6.90875477931522
0.687,26011,0
1.291,788188.2,9.10509096125709
0.891,78535.88,0
1.678,10075.32,0
-0.88,25213.64,9.15915233520675
-0.88,21586,8.5173931714189
1.282,146221.81,0
1.449,16183.2,0
-0.953,16808,0
-0.748,231493.21,9.99884318585288
-0.748,266276.9,10.1849377471114
0.884,83140.9,6.90875477931522
1.361,316436.22,10.0213150316493
1.442,407078.25,8.92279162396964
0.317,150172,6.21660610108486
0.989,538092.58,12.3677704880283
0.989,758016,13.0047075836524
0.989,920060.29,13.1986222646807
1.069,154276.45,9.68040649926887
-0.701,100311.65,10.8117662738001
1.213,10717.48,0
-0.298,30602,0
1.382,327680.87,9.49597034030183
1.42,2505284.25,12.8969697966714
1.42,5315812.23,13.0472143096525
1.42,5472751.26,13.8545366271757
0.593,27045,0
1.223,179257.33,0
1.223,364058.2,0
1.223,140000,0
-0.981,194346.74,10.3557322335004
-0.582,2011392.39,12.5063661090321
0.872,31059.9,6.62140565176413
1.891,59753.29,0
-0.411,78991.62,6.31173480915291
-0.892,65922.17,0
-1.11,172429.14,7.82444593087762
1.294,94910.02,0
-1.169,971646.24,9.6900467766833
-1.169,12210.01,0
-1.122,20637.13,0
-1.259,33200,0
-0.54,165688.8,0
-0.54,353337.51,0
0.389,19427.23,6.18620862390049
-1.062,480091.62,9.71570088921511
1.223,176255.79,0
-0.795,1175403.75,11.3871099425964
-1.021,291823.72,9.81115677988705
1.068,549440.76,9.72334781384508
0.213,55145,0
-0.509,66109.64,0
-0.509,286219.6,6.90875477931522
-0.509,362914.7,11.9404815604724
1.27,11427.45,0
-0.519,252755.64,0
-1.042,225759.06,0
-0.138,310210.77,11.2093406786644
1.051,448087.23,9.00943642709128
1.415,284860.42,8.29429960885724
-1.044,13478,4.61512051684126
-0.939,42164.54,9.48044384215367
-1.024,34202.03,8.61269062641449
-1.062,369672.46,10.5427327759467
-0.774,1873136.18,13.5032531027171
-0.774,2012793.65,13.7003537706967
-0.527,14269,6.90775527898214
-0.774,2140206.23,13.8582376166968
0.567,1826276.31,11.002607878798
0.567,3500,0
1.597,40956.12,0
-1.072,129980.68,0
-1.072,59909.17,0
1.574,22827.78,0
-0.277,28636.35,0
-0.517,19732.91,0
0.93,244816.85,6.90875477931522
0.93,61810,0
-1.312,4540.62,0
-1.073,1719,0
-1.073,11495.04,0
-1.088,2385795.99,11.9576306450187
-1.088,744040.01,9.11723775371386
-1.088,309.91,0
-0.905,1153296.01,13.1165453253148
-0.905,1031013.51,13.2299732234208
-0.905,1038977.75,13.3279879638792
-1.025,521194.51,9.86531828641862
-0.963,416550.15,8.37080464149491
-0.161,18540,0
0.53,5389,0
1.439,127409.03,6.90875477931522
1.483,11923,0
-0.954,1281552.07,12.9238390945275
-0.418,447557.33,10.8307380066466
-1.004,192675.13,9.88572319655291
1.161,15385.34,0
1.603,2133,0
1.603,600,0
1.603,600,0
-1.116,1109,0
-1.116,500,0
-1.108,237456.58,6.90875477931522
-1.108,550,0
1.219,295006.95,10.4411165353089
1.14,1907597.44,13.8017685577094
1.14,1367469.77,13.6449606427268
0.02,10113,0
1.211,214519.18,9.5819728915479
-0.923,36974.05,0
1.1,209780.99,9.47278155656217
-1.201,6674,0
1.178,16355,0
-1.095,9000,0
-1.095,9810,0
0.403,28844.2,7.82444593087762
1.358,747227.78,11.4153236614008
1.31,1880021.71,12.4695939326964
1.31,1232446.2,12.5611738517931
1.029,1413085.06,10.3385438248217
1.258,67729,7.60140233458373
-0.774,153501.09,0
-0.682,21248,0
-0.395,284800.44,10.3781988333811
-0.508,1565130.39,12.7576591419485
0.975,2198995.68,13.0061741309909
0.975,2240181.57,13.7028273970616
0.935,189699.86,9.77001330113616
1.34,118476.08,0
1.445,9780,0
-1.601,11505,0
1.071,1047441.15,12.4718004776256
1.071,716791.26,12.8471657160399
1.061,634494.59,10.2036291813376
-0.405,1189666.78,12.6729429021371
-0.97,5163.66,0
-0.387,6505,0
0.914,19367.4,8.5173931714189
-1.106,31645.82,0
0.914,25185.21,0
0.914,78278.3,9.50739959124056
-0.7,10810,0
1.469,781778.38,8.43402895015547
1.469,1125977.68,8.64839687703158
1.382,58316.32,0
-0.432,82500,0
0.722,14236,0
1.57,44050.43,6.90875477931522
1.644,40625.56,0
-1.045,56416.79,7.60140233458373
1.224,1982869.87,13.5732033002005
1.224,1127799.43,12.4401701427194
1.224,797747.29,12.7441758307086
-0.916,1093477.4,13.1603573576592
-0.621,25228.81,6.21660610108486
-0.621,11875.4,0
0.03,550726.15,11.0365173708515
0.47,21772.25,0
1.971,13483,0
1.269,534821.71,8.41205487329293
-1.125,4751.43,0
-1.125,233378.26,9.16711966952162
-1.125,1065.8,0
1.707,4587,0
1.088,1612862.53,11.606880181094
1.088,11761.38,0
-1.286,9715.01,0
0.314,256830.17,10.1993773492749
1.281,552172.4,11.1317836329634
1.281,27857.99,0
1.227,20425.73,0
1.577,46505.05,0
1.144,83667.93,7.40853056689463
-0.947,1294524.96,12.6869271900801
-0.947,1639589.92,12.8358692923493
-0.118,118694.01,0
-0.977,5718,0
-0.968,69863.65,0
-0.842,1261352.27,0
-0.726,301640.49,10.3255147489433
-0.842,3412568.09,0
-0.842,3732538.09,0
-1.512,7770,0
-0.24,32271.74,8.78022646281791
-0.24,450,0
1.206,4940,0
1.305,25367.27,0
1.391,32048.72,0
1.391,20250,0
0.543,47858,0
1.069,146617.12,0
0.286,497358.89,10.5571399823979
0.954,25019.95,0
1.124,3740,0
0.953,42012,0
0.953,26480.93,0
-0.881,1725079.55,13.0583749769226
-0.881,24711.7,0
-1.047,36527.12,8.29429960885724
-1.047,318,0
-1.037,9345,8.82482493917564
0.272,64879.45,0
0.977,591580.09,9.8847720041555
0.977,2353070.71,12.3538502029438
1.031,218981.66,4.33073334028633
1.031,7544.06,0
0.951,134521,0
-1.437,16797,0
-1.437,10607.1,0
1.067,415460.24,10.1905819523422
1.067,1712195.09,13.8477305345848
1.203,304740,0
1.189,71696.32,0
1.189,431583.71,8.61268517287546
1.094,1388717.9,12.5967523191549
-0.774,27880.95,0
-1.217,7660.46,0
-1.217,14407,0
0.678,167213.72,8.00670084544037
-0.784,4200,0
-0.551,143051,0
-0.866,1031053.81,11.1899966606313
-1.034,38226,0
1.11,523036.83,11.7358646754083
1.11,698718.69,11.3448000247925
0.621,353899.66,10.6501518030609
0.72,61019.64,0
-1.016,2137470.58,7.69938940625674
-0.515,1267228.75,0
-0.662,1313709.29,10.6478267723575
-0.612,2455885.5,13.2044594892459
-0.612,2066220.28,13.1122242497302
-1.116,156322.07,0
0.443,1631866.04,10.7043898793361
-0.04,1058350.67,7.82444593087762
-0.734,853640.16,9.40104337279805
0.15,24663,0
0.009,46394,0
-0.174,31915.18,0
-0.506,477920.89,12.7248694151314
0.045,405118,10.7862421831908
-0.506,608052.9,12.987044880288
-0.865,82378.61,7.31388683163346
0.968,1299009.56,12.4493361463376
0.37,14585,0
-1.071,5208.98,7.82444593087762
0.981,251122.01,9.92822894442457
-0.645,27612.9,0
-0.939,30500.03,8.16080392095467
-0.939,87268.86,8.00670084544037
-0.968,119068.62,10.5240909216204
-0.968,162960.71,11.010415172808
-0.32,3965,0
1.109,11173,0
1.435,428345,0
1.435,238505.07,0
1.116,1430178.62,13.2933826196602
1.116,1977608.5,13.8356082397668
0.895,532681.34,9.21044036697652
1.185,63639,6.21660610108486
-1.407,142402.93,0
1.214,17195,0
0.734,19627.46,0
0.734,17650.23,0
1.461,60080.63,0
1.461,70741.33,5.52545293913178
-0.911,114509.11,9.74343909831154
-0.911,32983.1,8.05547514175727
-1.114,94234.87,7.86365126544865
-1.114,749.22,0
-1.387,125966.08,8.22977775008189
1.184,3412768.79,12.9606218397768
1.184,1707.45,0
1.238,359999.53,10.6568336172403
0.98,1507094.26,0
0.98,517.93,0
1.624,11255,0
1.258,203567.91,7.13169851046691
1.84,23559.95,6.90875477931522
-0.853,295736.35,11.1757729970442
1.023,16324.67,6.55250788703459
1.365,363465.97,8.62980733578537
0.87,29073.5,0
-0.309,13728.47,0
1.352,2672357.28,13.3025175871977
1.352,1020222.48,12.6583288098112
0.164,1000,0
1.574,344484.21,8.5173931714189
1.058,458651.09,0
1.192,113654.33,9.05087559732516
-0.984,834943.42,11.1042201129371
-1.033,5145369.66,11.3964028846062
-0.892,4200,0
1.472,300239.48,8.98732181285012
1.472,850,0
1.17,93338.44,8.69968140098951
1.374,15346,6.21660610108486
0.995,154620.31,7.60140233458373
1.42,47979.01,0
0.483,117994.48,7.82444593087762
0.748,32999.12,0
-0.433,7892,0
0.759,8142.31,5.7567227453667
1.334,207830.78,0
1.334,79026,0
-0.65,3695748.95,13.4429187820953
-0.65,2177145.72,13.5843323147883
0.116,334932.68,0
-1.098,80881.66,7.46794233228585
1.537,32927.7,0
-0.9,21450.28,7.82444593087762
-0.777,8698,0
1.345,135796.29,8.88889466937159
1.38,49045.84,0
-1.006,38479.21,0
0.991,211111.49,8.5173931714189
-0.924,53680.61,0
1.601,1400,0
-1.102,181206.24,9.55669504464223
-1.102,37564.65,0
-0.757,110316.25,8.61268517287546
-0.757,13033.98,0
1.191,441127,10.1346389552519
1.191,5705.45,0
-0.942,34737.71,0
1.379,196473.37,8.29429960885724
0.795,37782,0
-0.528,70520.74,7.60140233458373
-0.944,37145,0
1.296,802,0
1.296,1611,0
-1.198,74634.27,8.5173931714189
-1.198,49745.28,9.21044036697652
1.329,58403.48,0
1.329,325.94,0
-0.788,3254794.73,13.2993390034735
0.855,2082213.35,13.6441384129739
0.855,3979735.92,14.0309964642116
1.547,62463.87,0
-0.708,15144,0
-0.857,444540.77,11.1722785263944
-0.664,63307.9,8.18896686364888
-1.049,18086.74,0
1.056,236498.01,0
1.329,51233.38,0
1.026,1500856.1,9.25922576970599
1.026,587525.81,6.21660610108486
0.949,55335.88,0
1.238,101048.62,0
1.51,14100,0
0.031,135953.03,0
-1.026,253741.36,10.5146380342913
-1.026,133917.66,9.21044036697652
1.1,4782657.01,10.7944809890361
1.1,386865.23,8.5173931714189
0.839,1178449.42,12.4037612307364
0.839,125,0
1.371,26384.17,0
0.092,58809,6.90875477931522
1.202,30203.75,0
1.202,6121.83,0
-0.725,78310,0
-0.716,67384.38,0
-0.716,45,0
