state,year,govelec,black,metro,unem,criv,crip,ag0_14,ag15_17,ag18_24,ag25_34,incpc,polpc,pris,final1,final2
14,84,0,0.14739999,0.821,0.09133001,731.16895,4619.0327,0.22353663,0.04714336,0.12320365,0.17271294,14303.775,322.64282,136.05049,0,0
14,85,0,0.1475,0.82199997,0.09042,714.4737,4650.921,0.22175437,0.047105264,0.11991228,0.17429824,15077.304,314.11404,149.96495,0,0
14,86,1,0.1476,0.823,0.08108,820.7078,4815.237,0.22007553,0.047949415,0.11583385,0.17519979,15896.329,334.40765,163.45615,0,0
14,87,0,0.14770001,0.824,0.07358,809.55145,4697.797,0.21876921,0.047142483,0.1124572,0.17592837,16682.98,329.22482,170.86151,0,0
14,88,0,0.1478,0.825,0.068,821.396,4875.4697,0.21782264,0.045039505,0.11009658,0.176295,17727.742,324.18787,174.26038,0,0
14,89,0,0.1479,0.826,0.05975,864.2507,4897.4844,0.21822962,0.042156003,0.10832603,0.17546013,19070.43,325.6179,185.0834,0,0
14,90,1,0.148,0.82699996,0.06142,965.8049,4959.743,0.21853438,0.040702242,0.10603546,0.17363963,20158.066,326.50012,216.58194,0,0
14,91,0,0.1481,0.828,0.071,1040.8243,5100.8066,0.21978308,0.039913233,0.103080265,0.17127983,20621.078,339.115,240.33539,0,0
14,92,0,0.14819999,0.829,0.075,978.7652,4795.488,0.22070093,0.040299665,0.1002325,0.16765694,21780.627,330.8275,252.62473,0,0
14,93,0,0.14829999,0.83,0.074,959.7333,4658.1943,0.22176626,0.04052321,0.09805933,0.16337523,22534.895,333.91467,272.45328,0,0
15,80,1,0.076,0.677,0.09592,375.8288,4528.579,0.2380692,0.0568306,0.13424408,0.15919854,9219.426,211.00183,95.800766,0,0
15,81,0,0.0762,0.6778,0.10067,340.72992,4187.4453,0.23485401,0.053649634,0.13357665,0.16386862,10093.184,213.54015,114.40802,0,0
15,82,0,0.0764,0.6786,0.11942001,300.73154,4131.1997,0.23244332,0.051024143,0.13222384,0.1634967,10394.202,217.13608,137.93796,0,0
15,83,0,0.0766,0.6794,0.11067,285.26605,3866.514,0.23027523,0.048623852,0.12990826,0.16513762,10915.36,213.17432,151.7008,0,0
15,84,1,0.076799996,0.6802,0.08633,307.45694,3650.7512,0.22737266,0.047819715,0.12623672,0.16672774,12023.189,209.50897,164.6422,0,0
15,85,0,0.077,0.681,0.07875,311.6688,3631.068,0.22476645,0.047810957,0.122549914,0.16834585,12637.56,208.51805,166.04984,0,0
15,86,0,0.077199996,0.6818,0.0675,310.54272,3579.6294,0.22112212,0.048954897,0.11807847,0.16978365,13370.089,213.93474,178.91554,0,0
15,87,0,0.0774,0.6826,0.06367,331.97516,3831.4453,0.21889275,0.048602227,0.1145624,0.16992508,14064.829,216.88287,182.67326,0,0
15,88,1,0.0776,0.6834,0.05317,385.7793,3826.9666,0.21813548,0.04697742,0.112345226,0.16915514,14912.792,219.81062,194.29929,0,0
15,89,0,0.077800006,0.6842,0.04733,411.5677,4083.8523,0.21958725,0.04435192,0.11060825,0.16708906,15971.635,220.03983,205.22578,0,0
15,90,0,0.078,0.685,0.05308,472.82706,4199.6763,0.21972288,0.043188773,0.1092316,0.16429728,16810.39,220.22675,230.72049,0,0
15,91,0,0.078200005,0.6858,0.059,505.60016,4314.785,0.21865524,0.04262529,0.10843589,0.16140538,17273.217,227.05548,240.63344,0,0
15,92,1,0.0784,0.6866,0.065,508.85474,4181.4067,0.21633086,0.042771295,0.1076352,0.15800637,18384.93,236.74443,254.80649,0,0
15,93,0,0.078600004,0.6874,0.053000003,489.0775,3976.0022,0.2142482,0.04288465,0.106774025,0.15490986,19160.754,234.62279,243.74338,0,0
16,80,0,0.0139999995,0.42,0.05717,199.93137,4536.719,0.22820866,0.055593684,0.13315031,0.15408374,9352.456,193.1709,77.53772,0,0
16,81,0,0.0143,0.42200002,0.06942,203.4044,4495.289,0.22627236,0.051925723,0.1323934,0.15887208,10616.348,192.29712,85.07207,0,0
16,82,1,0.0146,0.42400002,0.0855,173.75346,3987.1194,0.22541551,0.049168974,0.13054018,0.15824099,10791.934,204.08588,91.81568,0,0
16,83,0,0.0149,0.426,0.08116999,183.28108,3782.2014,0.22396378,0.04702194,0.12783003,0.1595263,11008.688,199.51236,97.95706,0,0
16,84,0,0.0152,0.428,0.07025,202.20355,3665.0928,0.22245541,0.046169993,0.123819515,0.16054565,12048.761,198.53096,98.014626,0,0
16,85,0,0.0155,0.43,0.0795,215.7597,3802.3674,0.2204947,0.046289753,0.118727915,0.16183746,12575.067,198.55124,99.19552,0,0
16,86,1,0.015800001,0.432,0.07033,240.07881,3998.3167,0.21776505,0.04691977,0.11353868,0.16224928,13210.631,203.79655,94.947,0,0
16,87,0,0.0161,0.43400002,0.05525,236.8269,4003.6504,0.21575715,0.045536682,0.10914347,0.1615468,13937.441,204.57175,99.46275,0,0
16,88,0,0.0164,0.436,0.04483,262.96967,3910.9104,0.21567918,0.0433526,0.10657515,0.16004336,14335.593,203.43208,103.03578,0,0
16,89,0,0.0167,0.438,0.043,272.93396,3910.1047,0.21797186,0.041140385,0.10429448,0.15698305,15645.072,209.47311,109.60983,0,0
16,90,1,0.017,0.44,0.042,299.42426,3798.129,0.21878374,0.040662106,0.10219503,0.15329255,16687.523,215.11336,129.33958,0,0
16,91,0,0.0173,0.442,0.046,303.83514,3837.5984,0.218638,0.04121864,0.10107527,0.14982079,17101.812,213.29749,142.74919,0,0
16,92,0,0.0176,0.444,0.046,278.8441,3691.0095,0.21905102,0.042811275,0.09989297,0.14591509,18178.043,215.23369,148.5663,0,0
16,93,0,0.0179,0.44599998,0.04,325.47974,3520.9668,0.21712863,0.043710023,0.09914712,0.14285713,18324.033,216.52454,161.18445,0,0
17,80,0,0.053000003,0.488,0.04483,387.81726,4970.051,0.22208123,0.05245347,0.13832487,0.15862945,9855.013,239.59392,97.405365,0,0
17,81,0,0.0535,0.493,0.04192,368.80502,5026.415,0.22222221,0.04863732,0.13668764,0.16519916,11032.994,241.13206,105.499146,0,0
17,82,1,0.054,0.498,0.06258,336.85962,4629.5713,0.22324032,0.045397747,0.13369429,0.16659725,11761.106,247.77176,116.14256,0,0
17,83,0,0.0545,0.503,0.06058,327.7732,4218.8745,0.22392383,0.043046355,0.12996688,0.16887417,12190.767,243.54306,128.19658,0,0
17,84,0,0.055,0.508,0.05267,336.09735,4028.3005,0.22318481,0.04249175,0.12458746,0.17120463,13116.148,242.8218,153.35266,0,0
17,85,0,0.0555,0.513,0.050080005,359.1265,4057.437,0.22373301,0.042851258,0.11907706,0.17346518,13850.48,244.70538,175.0825,0,0
17,86,1,0.055999998,0.518,0.054330003,373.0374,4505.0146,0.2219482,0.043978628,0.1134402,0.17509249,14471.867,249.81503,194.97322,0,0
17,87,0,0.056500003,0.523,0.04967,365.31696,4600.7363,0.22372189,0.042944785,0.10920245,0.17464213,15021.07,257.3415,219.68762,0,0
17,88,0,0.056999996,0.528,0.0475,368.9277,4560.52,0.22461414,0.041429736,0.10641755,0.17343622,15750.577,264.25668,236.44171,0,0
17,89,0,0.0575,0.533,0.04058,407.31906,4656.126,0.2276587,0.03962798,0.10473109,0.16983421,16398.412,270.56207,236.27133,0,0
17,90,1,0.058000002,0.538,0.04383,447.29837,4740.766,0.22862904,0.03951613,0.10282258,0.1657258,17646.227,277.25806,227.0926,0,0
17,91,0,0.0585,0.543,0.044,500.40146,5042.794,0.22922522,0.040144518,0.10076275,0.16138098,18255.975,294.13892,232.8629,0,0
17,92,0,0.059,0.548,0.042,512.4453,4824.4136,0.22823061,0.041351892,0.09940358,0.15666004,19220.95,311.5706,236.9731,0,0
17,93,0,0.059499998,0.553,0.05,496.4046,4478.862,0.22797313,0.042275783,0.098775186,0.1521138,19871.756,319.7155,239.68192,0,0
18,80,0,0.071,0.458,0.08,265.2554,3150.1775,0.23873259,0.057088226,0.13438952,0.16006556,8059.848,198.63426,101.34542,0,0
18,81,0,0.071,0.4587,0.08382999,288.8011,3234.0598,0.23596731,0.053950954,0.13378747,0.16457766,8928.812,186.34877,98.00601,0,0
18,82,0,0.071,0.4594,0.10617,313.60306,3239.316,0.23377682,0.051045343,0.13250068,0.16426827,9372.256,188.70486,108.801094,0,0
18,83,1,0.071,0.4601,0.11667,323.95776,3129.4531,0.2311857,0.048727665,0.13075258,0.16540337,9562.776,192.77206,109.448814,0,0
18,84,0,0.071,0.46080002,0.09333,279.89175,2701.0283,0.22976996,0.04790257,0.12719892,0.16617051,10558.536,193.26115,129.20953,0,0
18,85,0,0.071,0.46150002,0.09475,308.092,2663.816,0.22679296,0.048173208,0.12368065,0.16752368,10979.205,199.4858,149.63463,0,0
18,86,0,0.071,0.46220002,0.09292,338.0423,2787.6897,0.22288504,0.04934924,0.11903471,0.16838394,11481.129,200.86768,156.2111,0,0
18,87,1,0.071,0.4629,0.08775,341.81372,2967.2551,0.21938637,0.049144723,0.11539506,0.16888407,12017.442,198.77817,167.4078,0,0
18,88,0,0.071,0.4636,0.07892,333.80435,2835.924,0.21684782,0.047826085,0.1125,0.16875,12752.837,196.57608,174.776,0,0
18,89,0,0.071,0.4643,0.06217,361.7623,3000.4895,0.21593691,0.045145497,0.1104161,0.16752788,13757.353,196.00217,193.45108,0,0
18,90,0,0.071,0.465,0.058330003,389.75888,2904.5789,0.21538877,0.044161472,0.108642645,0.16499594,14753.146,194.52724,225.42834,0,0
18,91,1,0.071,0.4657,0.074,437.7389,2918.7078,0.2142665,0.043606997,0.1076716,0.16204576,15441.457,203.95694,244.45949,0,0
18,92,0,0.071,0.4664,0.069,535.61536,2788.8118,0.21283965,0.044219498,0.10708577,0.1584976,16435.154,234.4699,263.7685,0,0
18,93,0,0.071,0.4671,0.062,462.65506,2797.0176,0.21166535,0.0446028,0.10662444,0.15492214,16953.613,235.89337,276.07886,0,0
19,80,0,0.294,0.688,0.06758,663.95624,4781.4077,0.25677603,0.05967665,0.14146458,0.16191156,8714.842,247.52734,184.0986,0,0
19,81,0,0.29540002,0.6887,0.08408,641.55963,4653.1636,0.25426105,0.057202898,0.14078917,0.16763951,9862.815,248.65749,211.34096,0,0
19,82,0,0.29680002,0.6894,0.1035,670.45715,4651.7114,0.25246957,0.054674935,0.13944407,0.16838962,10346.203,272.5247,219.82256,0,0
19,83,1,0.2982,0.6901,0.11767,647.19,4428.5776,0.25187713,0.052332196,0.1367463,0.1701934,10611.885,261.0694,251.09119,0,0
19,84,0,0.2996,0.6908,0.10042,687.52277,4494.9546,0.25136364,0.051136363,0.13295455,0.17136364,11224.078,289.8409,291.5131,0,0
19,85,0,0.301,0.6915,0.11507999,705.7169,4949.9775,0.2511343,0.0508167,0.1284029,0.17241378,11635.149,287.5,310.43182,0,0
19,86,0,0.3024,0.6922,0.131,774.40436,5433.265,0.249376,0.051282052,0.123213075,0.17245291,11604.374,292.33038,315.1089,0,0
19,87,1,0.3038,0.6929,0.12008,711.6943,5319.7515,0.24907918,0.05041437,0.11878453,0.17173113,11743.883,301.9337,324.48376,0,0
19,88,0,0.3052,0.6936,0.10917,739.35645,5197.319,0.2494754,0.048729304,0.11541152,0.17020285,12569.583,311.23804,353.93646,0,0
19,89,0,0.3066,0.6943,0.07942,805.47845,5625.088,0.24853045,0.04655537,0.11262638,0.16835174,13253.986,308.71152,378.68967,0,0
19,90,0,0.308,0.695,0.0625,897.3728,5581.586,0.24639054,0.04544379,0.11029586,0.16615385,14255.157,305.56213,405.76062,0,0
19,91,1,0.3094,0.6957,0.071,952.8276,5483.789,0.24434496,0.04524034,0.10909519,0.16399623,15066.873,291.4703,440.213,0,0
19,92,0,0.3108,0.6964,0.081,986.42206,5572.283,0.24304745,0.046038795,0.107735455,0.16078524,15852.081,235.8495,471.32422,0,0
19,93,0,0.31219998,0.6971,0.074,1061.6997,5784.889,0.24260768,0.0467986,0.1064028,0.15715949,16589.438,370.2212,488.33838,0,0
20,80,0,0.003,0.36,0.07692,193.15555,4169.244,0.22844444,0.05688889,0.12533334,0.15911111,8236.611,193.42223,57.07925,0,0
20,81,0,0.0031,0.35990003,0.07283,195.41042,4044.1306,0.22418357,0.054721974,0.1262136,0.1632833,9053.549,188.3495,59.644444,0,0
20,82,1,0.0032,0.35979998,0.08525,162.44504,3683.7292,0.22163588,0.05189094,0.12576957,0.16182938,9650.975,212.40106,71.13857,0,0
20,83,0,0.0033000002,0.35970002,0.08958,159.73799,3524.629,0.21921398,0.04978166,0.12401747,0.16244541,10372.285,196.24454,78.45207,0,0
20,84,0,0.0034,0.35959998,0.06192,158.47751,3368.858,0.21626297,0.048442908,0.121107265,0.16262975,11383.25,209.6886,75.1965,0,0
20,85,0,0.0034999999,0.35950002,0.05425,167.66982,3507.2227,0.2149613,0.04815133,0.11865864,0.16423044,12182.862,218.05675,73.2699,0,0
20,86,1,0.0036000002,0.35939997,0.05375,147.52136,3325.5554,0.21111111,0.04786325,0.114529915,0.16581196,13261.677,223.50429,105.50301,0,0
20,87,0,0.0037,0.35930002,0.04467,152.40506,3385.8228,0.2101266,0.047257386,0.109704636,0.1670886,14266.896,233.29115,106.15385,0,0
20,88,0,0.0038,0.35919997,0.03692,157.64119,3425.9968,0.20930234,0.0448505,0.10714286,0.16777408,15354.216,242.02657,104.47258,0,0
20,89,0,0.0039,0.35909998,0.04067,137.37704,3452.1313,0.20983607,0.042622954,0.10409836,0.16803278,16466.23,240.36884,100.83057,0,0
20,90,1,0.004,0.35900003,0.052,143.00812,3548.5366,0.21138212,0.040650405,0.10081301,0.16666666,17057.408,239.9187,117.37705,0,0
20,91,0,0.0041,0.35889998,0.075,131.95793,3632.6863,0.20711973,0.039644014,0.10032362,0.16343042,17331.22,198.38188,120.32521,0,0
20,92,0,0.0042,0.35880002,0.071,130.74434,3389.9678,0.20711973,0.040453076,0.0987055,0.157767,18171.709,208.98059,126.05178,0,0
20,93,0,0.0043,0.35869998,0.079,125.746574,3028.168,0.20742534,0.040355124,0.09765941,0.15254237,18781.744,213.15578,120.71197,0,0
21,80,0,0.22700001,0.93,0.06475,847.4033,5743.7515,0.2184017,0.058335308,0.13089874,0.1721603,10848.282,306.35522,187.54474,0,0
21,81,0,0.2292,0.92980003,0.07242,886.9076,5669.2866,0.21281087,0.05584233,0.1304552,0.17761613,11991.829,292.39792,183.32938,0,0
21,82,1,0.2314,0.9296,0.08442,846.4627,5140.649,0.20919916,0.053233713,0.12934858,0.17721224,12789.058,295.07355,209.1037,0,0
21,83,0,0.2336,0.9294,0.06917,805.3791,4540.4126,0.20635289,0.05054486,0.12868074,0.17876188,13738.193,293.85577,257.57648,0,0
21,84,0,0.2358,0.9292,0.054,789.34705,4406.0713,0.20389462,0.04879725,0.1264605,0.18029784,15139.675,286.34595,277.74173,0,0
21,85,0,0.23799999,0.929,0.046,830.6141,4516.61,0.20190346,0.047586676,0.12395196,0.18196237,16325.231,288.19397,285.0401,0,0
21,86,1,0.2402,0.9288,0.04467,828.5491,4743.2803,0.20013373,0.047024738,0.12101627,0.18341877,17431.027,289.90417,278.78995,0,0
21,87,0,0.24239999,0.9286,0.0425,762.5931,4677.814,0.20017521,0.045116078,0.117827415,0.18506351,18508.705,288.64435,279.89746,0,0
21,88,0,0.2446,0.9284,0.04458,804.3367,4883.1475,0.20287678,0.04207815,0.11399742,0.18634607,19705.78,286.62518,282.7858,0,0
21,89,0,0.2468,0.9282,0.03683,849.4183,4674.318,0.20562725,0.03850222,0.11000634,0.18764544,21106.113,293.56885,291.3697,0,0
21,90,1,0.249,0.92800003,0.04658,915.7983,4894.581,0.20821175,0.03647353,0.10546061,0.18757816,22089.459,300.1876,325.3226,0,0
21,91,0,0.25120002,0.9278,0.059,955.5624,5249.825,0.2111865,0.03557475,0.0999383,0.18527658,22485.512,342.09335,348.77032,0,0
21,92,0,0.2534,0.9276,0.066,998.2713,5214.9277,0.21293472,0.035794184,0.09497662,0.18120806,23200.115,326.21518,366.5227,0,0
21,93,0,0.2556,0.9274,0.062,997.78455,5108.701,0.21389729,0.03605237,0.09123867,0.17643505,23919.236,330.83585,382.50967,0,0
22,80,0,0.039,0.91199994,0.05625,600.3835,5469.5312,0.20446226,0.05525536,0.13665679,0.16315147,10669.324,298.37894,50.13942,0,0
22,81,0,0.0401,0.91120005,0.06358,628.75714,5207.627,0.1984746,0.05304212,0.13763218,0.16987346,11804.296,288.29953,54.906742,0,0
22,82,1,0.041199997,0.91040003,0.07908,572.3618,4940.9116,0.19407381,0.0507711,0.13741119,0.17085427,12750.539,270.45572,65.713295,0,0
22,83,0,0.0423,0.9096,0.06883,573.61615,4409.5015,0.19089499,0.048629075,0.13657527,0.17382307,13777.832,274.75427,73.43615,0,0
22,84,0,0.0434,0.90879995,0.04758,519.8082,4034.84,0.1874679,0.047252182,0.13456601,0.17736688,15326.651,276.16846,75.39231,0,0
22,85,0,0.044499997,0.90800005,0.0395,532.80054,4177.266,0.18500255,0.046250638,0.13195035,0.18058152,16424.467,276.19452,81.11625,0,0
22,86,1,0.0456,0.90720004,0.03842,550.16095,4116.3647,0.18363544,0.045739457,0.12823988,0.18346603,17796.812,284.7535,87.74018,0,0
22,87,0,0.0467,0.90639997,0.03225,557.03455,4112.9736,0.18399327,0.04380792,0.12502106,0.18500422,19069.63,297.25357,93.139084,0,0
22,88,0,0.0478,0.90559995,0.03267,608.2943,4291.622,0.18461539,0.04063545,0.12357859,0.18545151,20790.422,308.9465,103.01601,0,0
22,89,0,0.048899997,0.90480006,0.03975,663.54114,4385.37,0.18769743,0.03740648,0.12136326,0.18437241,21690.174,303.49957,113.01004,0,0
22,90,1,0.05,0.90400004,0.05983,736.8596,4564.904,0.19095142,0.035595477,0.11776447,0.18230206,22270.46,300.0,127.098915,0,0
22,91,0,0.0511,0.9032,0.09,736.2469,4586.9893,0.19332777,0.034195162,0.111593,0.18098415,22797.838,263.33612,140.45244,0,0
22,92,0,0.052199997,0.90239996,0.085,779.693,4227.332,0.19589521,0.034039713,0.10562322,0.17804104,23623.914,276.23895,161.0342,0,0
22,93,0,0.0533,0.90160006,0.069,804.9401,4089.0054,0.19793744,0.033932135,0.10013307,0.17514971,24475.65,281.35394,177.24011,0,0
23,80,0,0.129,0.808,0.12425,637.1626,6014.3706,0.23904125,0.058086805,0.13582379,0.16357158,10146.542,244.01859,161.90373,0,0
23,81,0,0.13,0.80730003,0.123,641.3074,6206.776,0.23672494,0.055597786,0.13378216,0.1684222,10901.077,227.90749,163.29086,0,0
23,82,1,0.131,0.80660003,0.15458,656.12726,6123.9165,0.23357104,0.053208996,0.13154142,0.16862315,11177.405,233.52716,164.58899,0,0
23,83,0,0.132,0.8059,0.14183,718.3135,5774.204,0.23099028,0.051282052,0.12853669,0.17009284,11939.264,226.66888,163.60944,0,0
23,84,0,0.133,0.8052,0.11191999,762.28314,5812.565,0.22742844,0.05050282,0.1252072,0.17173168,13187.636,233.3407,160.36693,0,0
23,85,0,0.134,0.8045,0.0995,735.0595,5639.621,0.22421771,0.05046276,0.121970035,0.17320406,14225.428,240.50243,161.388,0,0
23,86,1,0.135,0.8038,0.08775,805.40094,5698.149,0.22020157,0.051051706,0.11842682,0.1741893,15105.886,253.37424,195.62582,0,0
23,87,0,0.136,0.8031,0.08167,781.2344,5684.7065,0.21867856,0.049853053,0.11538043,0.17426798,15609.417,250.3592,227.2349,0,0
23,88,0,0.137,0.8024,0.076,748.31854,5390.182,0.21913646,0.04751573,0.11282274,0.17335647,16504.879,248.1341,259.92163,0,0
23,89,0,0.138,0.8017,0.071,710.6885,5270.5283,0.2210094,0.04420188,0.11045067,0.17162001,17546.635,243.71555,299.54437,0,0
23,90,1,0.139,0.801,0.07525,789.0452,5195.618,0.22263989,0.04263774,0.10804425,0.16851036,18237.39,238.73914,341.93234,0,0
23,91,0,0.14,0.8003,0.092,802.4747,5330.9976,0.22282667,0.041706666,0.106133334,0.16522667,18692.666,265.68533,368.02707,0,0
23,92,0,0.141,0.7996,0.088,770.3201,4842.0605,0.22302312,0.04186983,0.103879586,0.16090736,19680.443,263.72696,388.512,0,0
23,93,0,0.142,0.7989,0.07,791.5278,4660.9727,0.22230428,0.042097487,0.10202575,0.15688963,20540.914,262.76642,414.59613,0,0
24,80,0,0.012999999,0.643,0.05908,226.93817,4555.1523,0.22988224,0.057654563,0.13689892,0.16609421,10004.345,194.55348,51.703705,0,0
24,81,0,0.0139,0.6464,0.05533,227.23735,4484.1196,0.22714008,0.053501945,0.13618678,0.17242219,10932.138,194.64981,49.092247,0,0
24,82,1,0.0148,0.64980006,0.0785,219.36577,4237.4243,0.2268216,0.050351005,0.13362382,0.17332365,11549.936,186.49237,47.811283,0,0
24,83,0,0.015700001,0.6532,0.081999995,190.99251,3846.1243,0.22627383,0.047814537,0.1301618,0.17556147,12057.886,189.68848,50.37521,0,0
24,84,0,0.0166,0.65660006,0.0635,211.68831,3633.526,0.22414623,0.046897545,0.12602213,0.17772968,13575.993,191.2939,51.02632,0,0
24,85,0,0.0175,0.66,0.05983,256.95508,3886.1614,0.22275335,0.046606116,0.12117591,0.17997131,14315.465,188.74283,52.1164,0,0
24,86,1,0.0184,0.66339993,0.05342,285.16052,4086.3735,0.22092746,0.04684899,0.11581451,0.18192627,15124.411,193.57907,55.999046,0,0
24,87,0,0.019299999,0.6668,0.053830005,286.1393,4341.6294,0.22101533,0.045100354,0.11121606,0.18229043,15965.066,199.97638,58.549343,0,0
24,88,0,0.0202,0.6702,0.04042,290.73557,4034.0317,0.22276537,0.04236499,0.1075419,0.1820298,16507.018,204.79517,60.11806,0,0
24,89,0,0.0211,0.6736,0.04358,289.28076,4109.0825,0.22568005,0.03964961,0.104426004,0.18049793,17843.516,207.11157,65.153625,0,0
24,90,1,0.022,0.677,0.048250005,305.4048,4223.147,0.22827822,0.03922463,0.100798175,0.17719498,18788.615,209.1448,71.530655,0,0
24,91,0,0.0229,0.6804,0.051,316.44827,4185.902,0.22910076,0.03931315,0.09760506,0.17329416,19287.732,209.85089,72.428734,0,0
24,92,0,0.0238,0.6838,0.051,338.9436,4264.1,0.22918531,0.040510297,0.09489704,0.16830797,20513.436,207.923,78.44555,0,0
24,93,0,0.0247,0.6872,0.051,327.16406,4059.0435,0.23024131,0.041620545,0.09298206,0.16227585,21018.725,207.01793,85.541626,0,0
25,80,0,0.352,0.284,0.0745,340.65848,3063.6255,0.2618009,0.06108687,0.13447045,0.14676715,6883.167,198.691,136.61746,0,0
25,81,0,0.3524,0.2857,0.08308001,303.5053,3221.3079,0.25915715,0.057896808,0.13627413,0.15045294,7661.1313,190.1536,150.45616,0,0
25,82,0,0.35279998,0.2874,0.10983,293.8991,3270.3167,0.2577239,0.055142745,0.136097,0.15017599,8018.4155,202.22917,176.99883,0,0
25,83,1,0.3532,0.2891,0.12583,282.51556,2949.377,0.25700936,0.052570093,0.13551402,0.15070093,8327.744,199.1433,209.58154,0,0
25,84,0,0.3536,0.2908,0.10792,284.17377,2799.418,0.25562453,0.05197828,0.13304888,0.15205586,9054.6875,197.05197,213.43457,0,0
25,85,0,0.354,0.2925,0.10292001,273.53168,3023.7249,0.2546368,0.05293663,0.12905718,0.1534003,9450.881,194.01082,231.73003,0,0
25,86,0,0.35439998,0.2942,0.11675,277.40942,3107.633,0.25096378,0.0539707,0.12451812,0.15535852,9847.969,205.89824,239.87634,0,0
25,87,1,0.3548,0.2959,0.1015,273.50327,3212.9006,0.24758595,0.053688683,0.1208961,0.1568173,10445.25,211.60678,252.92982,0,0
25,88,0,0.3552,0.2976,0.08408,331.16278,3327.1316,0.24496125,0.052325584,0.11821706,0.15736434,11183.731,217.67442,259.52106,0,0
25,89,0,0.3556,0.29930001,0.078,316.8609,3262.6262,0.24320124,0.04972805,0.116161615,0.15695415,11915.897,220.24088,281.0465,0,0
25,90,0,0.35599998,0.301,0.07442,339.85254,3523.5933,0.24214202,0.048894063,0.11447419,0.1548312,12571.9,222.04114,299.1453,0,0
25,91,1,0.35639998,0.3027,0.086,389.0818,3831.6743,0.24035494,0.048225306,0.11496914,0.15162037,13210.981,198.18674,313.6981,0,0
25,92,0,0.3568,0.3044,0.081,411.587,3869.2544,0.2374761,0.048565965,0.115487576,0.14837475,14051.254,170.17209,334.9537,0,0
25,93,0,0.35720003,0.3061,0.063,433.863,3984.4116,0.23798713,0.048808172,0.11539917,0.14528944,14706.298,205.06999,333.38434,0,0
26,80,1,0.105,0.65599996,0.07225,552.7151,4863.026,0.22208664,0.05511491,0.12934716,0.15314215,9268.149,288.99738,107.471504,0,0
26,81,0,0.10520001,0.65660006,0.07675,540.85565,4817.011,0.22080292,0.051500406,0.12935929,0.15855637,10319.933,282.07623,116.453125,0,0
26,82,0,0.105399996,0.65720004,0.09242,508.78473,4461.1074,0.2201258,0.048488535,0.12781496,0.15905863,10871.899,274.84277,131.56934,0,0
26,83,0,0.10560001,0.65779996,0.099,479.733,4073.9888,0.21864887,0.04591424,0.12560679,0.16100323,11523.798,278.94418,151.04483,0,0
26,84,1,0.1058,0.65839994,0.07208,463.73868,3861.7688,0.21829146,0.04522613,0.122211054,0.16301508,12665.636,265.86935,163.89563,0,0
26,85,0,0.106000006,0.65900004,0.06433,506.41998,3884.94,0.2174,0.0454,0.118,0.16520001,13540.2,260.86,176.2814,0,0
26,86,0,0.1062,0.6596,0.06092,583.5158,4110.3525,0.2156082,0.04618754,0.11307983,0.16742983,14261.517,264.8019,195.92,0,0
26,87,0,0.106400006,0.66019994,0.06333,549.5748,4200.712,0.21494956,0.045679256,0.10876014,0.16887483,14878.421,270.2986,205.23592,0,0
26,88,1,0.1066,0.66080004,0.056999996,558.6974,4340.378,0.21546635,0.043880362,0.105667055,0.16922472,15571.353,276.21017,224.57979,0,0
26,89,0,0.106800005,0.6614,0.05475,640.38464,4550.1177,0.21644427,0.041208792,0.10341444,0.16817112,16551.73,277.83557,239.59071,0,0
26,90,0,0.107,0.66199994,0.05733,714.18536,4398.478,0.21775609,0.040390242,0.10107317,0.1654634,17413.754,278.63416,273.17505,0,0
26,91,0,0.107200004,0.66260004,0.066,763.3437,4654.422,0.219744,0.040341347,0.098913886,0.16194725,18106.646,257.13733,291.57074,0,0
26,92,1,0.1074,0.6632,0.056999996,740.6665,4358.428,0.21903294,0.041032556,0.09747641,0.15777306,18963.814,268.3298,308.3204,0,0
26,93,0,0.1076,0.6638,0.064,744.4211,4350.993,0.21876194,0.041650742,0.09648453,0.15322888,19558.443,271.03552,311.82816,0,0
27,80,1,0.002,0.24,0.062080003,221.09274,4768.869,0.23761117,0.05717916,0.1321474,0.16899619,8748.783,247.6493,90.47014,0,0
27,81,0,0.0021,0.2399,0.07008,252.07549,4747.9243,0.2389937,0.05283019,0.12955974,0.17232704,9786.503,244.27673,93.77383,0,0
27,82,0,0.0022,0.23979999,0.08633,224.00499,4093.0347,0.24004975,0.049751244,0.12562189,0.17039801,10167.172,235.94527,104.15094,0,0
27,83,0,0.0023,0.23969999,0.08875,213.39066,4448.157,0.23955774,0.046683043,0.121621616,0.17076166,10625.672,236.2408,113.68159,0,0
27,84,1,0.0023999999,0.23959999,0.07433,238.48965,4431.181,0.2411693,0.04628502,0.115712546,0.16930573,11051.873,228.38,110.68796,0,0
27,85,0,0.0025,0.2395,0.0765,209.48906,4361.922,0.24209246,0.047445253,0.10948905,0.1678832,11265.877,239.53772,117.417786,0,0
27,86,0,0.0026,0.2394,0.08116999,158.3538,4348.034,0.23955774,0.049140047,0.1031941,0.16584766,12008.81,235.62653,137.34793,0,0
27,87,0,0.0027,0.2393,0.07433,151.92548,4470.3105,0.23850931,0.04720497,0.09813664,0.16397516,12487.796,230.86955,136.48648,0,0
27,88,1,0.0028,0.2392,0.0675,123.62501,4164.75,0.2375,0.04625,0.09375,0.16,12836.836,224.875,149.9379,0,0
